Orthogroup	protein_mansoni	resultado_sce	Total
OG0001759	1	1	2
OG0001760	1	1	2
OG0001761	2	0	2
OG0001762	1	1	2
OG0001763	1	1	2
OG0001764	1	1	2
OG0001765	1	1	2
OG0001766	1	1	2
OG0001767	2	0	2
OG0001768	1	1	2
OG0001769	2	0	2
OG0001770	1	1	2
OG0001771	1	1	2
OG0001772	1	1	2
OG0001773	1	1	2
OG0001774	1	1	2
OG0001775	1	1	2
OG0001776	1	1	2
OG0001777	1	1	2
OG0001778	2	0	2
OG0001779	1	1	2
OG0001780	1	1	2
OG0001781	1	1	2
OG0001782	1	1	2
OG0001783	1	1	2
OG0001784	1	1	2
OG0001785	1	1	2
OG0001786	1	1	2
OG0001787	2	0	2
OG0001788	1	1	2
OG0001789	1	1	2
OG0001790	2	0	2
OG0001791	2	0	2
OG0001792	2	0	2
OG0001793	2	0	2
OG0001794	2	0	2
OG0001795	2	0	2
OG0001796	1	1	2
OG0001797	2	0	2
OG0001798	2	0	2
OG0001799	1	1	2
OG0001800	2	0	2
OG0001801	1	1	2
OG0001802	1	1	2
OG0001803	1	1	2
OG0001804	1	1	2
OG0001805	1	1	2
OG0001806	1	1	2
OG0001807	1	1	2
OG0001808	1	1	2
OG0001809	1	1	2
OG0001810	1	1	2
OG0001811	1	1	2
OG0001812	1	1	2
OG0001813	1	1	2
OG0001814	1	1	2
OG0001815	1	1	2
OG0001816	1	1	2
OG0001817	1	1	2
OG0001818	1	1	2
OG0001819	1	1	2
OG0001820	2	0	2
OG0001821	2	0	2
OG0001822	2	0	2
OG0001823	1	1	2
OG0001824	1	1	2
OG0001825	1	1	2
OG0001826	2	0	2
OG0001827	1	1	2
OG0001828	1	1	2
OG0001829	1	1	2
OG0001830	1	1	2
OG0001831	1	1	2
OG0001832	2	0	2
OG0001833	1	1	2
OG0001834	1	1	2
OG0001835	1	1	2
OG0001836	1	1	2
OG0001837	1	1	2
OG0001838	1	1	2
OG0001839	2	0	2
OG0001840	1	1	2
OG0001841	1	1	2
OG0001842	1	1	2
OG0001843	2	0	2
OG0001844	2	0	2
OG0001845	1	1	2
OG0001846	1	1	2
OG0001847	1	1	2
OG0001848	1	1	2
OG0001849	2	0	2
OG0001850	1	1	2
OG0001851	1	1	2
OG0001852	1	1	2
OG0001853	2	0	2
OG0001854	1	1	2
OG0001855	2	0	2
OG0001856	1	1	2
OG0001857	2	0	2
OG0001858	2	0	2
OG0001859	1	1	2
OG0001860	1	1	2
OG0001861	1	1	2
OG0001862	1	1	2
OG0001863	1	1	2
OG0001864	2	0	2
OG0001865	1	1	2
OG0001866	1	1	2
OG0001867	1	1	2
OG0001868	1	1	2
OG0001869	2	0	2
OG0001870	2	0	2
OG0001871	2	0	2
OG0001872	2	0	2
OG0001873	1	1	2
OG0001874	2	0	2
OG0001875	2	0	2
OG0001876	2	0	2
OG0001877	1	1	2
OG0001878	1	1	2
OG0001879	1	1	2
OG0001880	2	0	2
OG0001881	1	1	2
OG0001882	2	0	2
OG0001883	1	1	2
OG0001884	1	1	2
OG0001885	1	1	2
OG0001886	1	1	2
OG0001887	1	1	2
OG0001888	1	1	2
OG0001889	2	0	2
OG0001890	1	1	2
OG0001891	2	0	2
OG0001892	2	0	2
OG0001893	2	0	2
OG0001894	1	1	2
OG0001895	2	0	2
OG0001896	1	1	2
OG0001897	2	0	2
OG0001898	1	1	2
OG0001899	1	1	2
OG0001900	2	0	2
OG0001901	1	1	2
OG0001902	2	0	2
OG0001903	1	1	2
OG0001904	1	1	2
OG0001905	1	1	2
OG0001906	2	0	2
OG0001907	1	1	2
OG0001908	2	0	2
OG0001909	2	0	2
OG0001910	2	0	2
OG0001911	1	1	2
OG0001912	1	1	2
OG0001913	2	0	2
OG0001914	2	0	2
OG0001915	1	1	2
OG0001916	1	1	2
OG0001917	1	1	2
OG0001918	1	1	2
OG0001919	2	0	2
OG0001920	1	1	2
OG0001921	1	1	2
OG0001922	1	1	2
OG0001923	1	1	2
OG0001924	1	1	2
OG0001925	1	1	2
OG0001926	1	1	2
OG0001927	1	1	2
OG0001928	1	1	2
OG0001929	2	0	2
OG0001930	1	1	2
OG0001931	2	0	2
OG0001932	2	0	2
OG0001933	2	0	2
OG0001934	1	1	2
OG0001935	1	1	2
OG0001936	1	1	2
OG0001937	1	1	2
OG0001938	1	1	2
OG0001939	1	1	2
OG0001940	1	1	2
OG0001941	2	0	2
OG0001942	1	1	2
OG0001943	1	1	2
OG0001944	2	0	2
OG0001945	1	1	2
OG0001946	2	0	2
OG0001947	1	1	2
OG0001948	1	1	2
OG0001949	1	1	2
OG0001950	2	0	2
OG0001951	1	1	2
OG0001952	1	1	2
OG0001953	2	0	2
OG0001954	1	1	2
OG0001955	1	1	2
OG0001956	2	0	2
OG0001957	1	1	2
OG0001958	2	0	2
OG0001959	2	0	2
OG0001960	1	1	2
OG0001961	1	1	2
OG0001962	1	1	2
OG0001963	2	0	2
OG0001964	1	1	2
OG0001965	1	1	2
OG0001966	2	0	2
OG0001967	1	1	2
OG0001968	2	0	2
OG0001969	1	1	2
OG0001970	1	1	2
OG0001971	1	1	2
OG0001972	2	0	2
OG0001973	1	1	2
OG0001974	2	0	2
OG0001975	2	0	2
OG0001976	1	1	2
OG0001977	2	0	2
OG0001978	1	1	2
OG0001979	1	1	2
OG0001980	1	1	2
OG0001981	1	1	2
OG0001982	1	1	2
OG0001983	1	1	2
OG0001984	1	1	2
OG0001985	1	1	2
OG0001986	1	1	2
OG0001987	1	1	2
OG0001988	2	0	2
OG0001989	1	1	2
OG0001990	2	0	2
OG0001991	1	1	2
OG0001992	1	1	2
OG0001993	1	1	2
OG0001994	1	1	2
OG0001995	2	0	2
OG0001996	2	0	2
OG0001997	1	1	2
OG0001998	1	1	2
OG0001999	2	0	2
OG0002000	2	0	2
OG0002001	2	0	2
OG0002002	1	1	2
OG0002003	1	1	2
OG0002004	1	1	2
OG0002005	2	0	2
OG0002006	1	1	2
OG0002007	1	1	2
OG0002008	2	0	2
OG0002009	1	1	2
OG0002010	2	0	2
OG0002011	2	0	2
OG0002012	1	1	2
OG0002013	1	1	2
OG0002014	1	1	2
OG0002015	2	0	2
OG0002016	2	0	2
OG0002017	1	1	2
OG0002018	1	1	2
OG0002019	1	1	2
OG0002020	1	1	2
OG0002021	1	1	2
OG0002022	1	1	2
OG0002023	1	1	2
OG0002024	2	0	2
OG0002025	1	1	2
OG0002026	2	0	2
OG0002027	2	0	2
OG0002028	2	0	2
OG0002029	1	1	2
OG0002030	2	0	2
OG0002031	2	0	2
OG0002032	1	1	2
OG0002033	1	1	2
OG0002034	1	1	2
OG0002035	1	1	2
OG0002036	1	1	2
OG0002037	2	0	2
OG0002038	1	1	2
OG0002039	1	1	2
OG0002040	1	1	2
OG0002041	2	0	2
OG0002042	1	1	2
OG0002043	2	0	2
OG0002044	1	1	2
OG0002045	1	1	2
OG0002046	1	1	2
OG0002047	2	0	2
OG0002048	1	1	2
OG0002049	2	0	2
OG0002050	1	1	2
OG0002051	1	1	2
OG0002052	1	1	2
OG0002053	2	0	2
OG0002054	2	0	2
OG0002055	1	1	2
OG0002056	2	0	2
OG0002057	1	1	2
OG0002058	1	1	2
OG0002059	1	1	2
OG0002060	2	0	2
OG0002061	1	1	2
OG0002062	1	1	2
OG0002063	2	0	2
OG0002064	1	1	2
OG0002065	2	0	2
OG0002066	1	1	2
OG0002067	2	0	2
OG0002068	1	1	2
OG0002069	1	1	2
OG0002070	1	1	2
OG0002071	1	1	2
OG0002072	1	1	2
OG0002073	2	0	2
OG0002074	1	1	2
OG0002075	1	1	2
OG0002076	1	1	2
OG0002077	1	1	2
OG0002078	1	1	2
OG0002079	1	1	2
OG0002080	1	1	2
OG0002081	2	0	2
OG0002082	2	0	2
OG0002083	1	1	2
OG0002084	1	1	2
OG0002085	2	0	2
OG0002086	1	1	2
OG0002087	1	1	2
OG0002088	1	1	2
OG0002089	1	1	2
OG0002090	1	1	2
OG0002091	1	1	2
OG0002092	2	0	2
OG0002093	1	1	2
OG0002094	1	1	2
OG0002095	1	1	2
OG0002096	1	1	2
OG0002097	1	1	2
OG0002098	2	0	2
OG0002099	1	1	2
OG0002100	1	1	2
OG0002101	1	1	2
OG0002102	2	0	2
OG0002103	1	1	2
OG0002104	2	0	2
OG0002105	1	1	2
OG0002106	1	1	2
OG0002107	1	1	2
OG0002108	1	1	2
OG0002109	1	1	2
OG0002110	1	1	2
OG0002111	1	1	2
OG0002112	1	1	2
OG0002113	1	1	2
OG0002114	2	0	2
OG0002115	1	1	2
OG0002116	2	0	2
OG0002117	1	1	2
OG0002118	2	0	2
OG0002119	1	1	2
OG0002120	1	1	2
OG0002121	2	0	2
OG0002122	1	1	2
OG0002123	1	1	2
OG0002124	1	1	2
OG0002125	1	1	2
OG0002126	1	1	2
OG0002127	1	1	2
OG0002128	2	0	2
OG0002129	1	1	2
OG0002130	1	1	2
OG0002131	1	1	2
OG0002132	1	1	2
OG0002133	1	1	2
OG0002134	2	0	2
OG0002135	2	0	2
OG0002136	2	0	2
OG0002137	1	1	2
OG0002138	2	0	2
OG0002139	1	1	2
OG0002140	1	1	2
OG0002141	1	1	2
OG0002142	1	1	2
OG0002143	2	0	2
OG0002144	1	1	2
OG0002145	2	0	2
OG0002146	1	1	2
OG0002147	1	1	2
OG0002148	1	1	2
OG0002149	1	1	2
OG0002150	1	1	2
OG0002151	1	1	2
OG0002152	1	1	2
OG0002153	1	1	2
OG0002154	1	1	2
OG0002155	2	0	2
OG0002156	2	0	2
OG0002157	2	0	2
OG0002158	2	0	2
OG0002159	1	1	2
OG0002160	1	1	2
OG0002161	1	1	2
OG0002162	1	1	2
OG0002163	1	1	2
OG0002164	1	1	2
OG0002165	1	1	2
OG0002166	2	0	2
OG0002167	1	1	2
OG0002168	1	1	2
OG0002169	2	0	2
OG0002170	1	1	2
OG0002171	1	1	2
OG0002172	1	1	2
OG0002173	1	1	2
OG0002174	2	0	2
OG0002175	1	1	2
OG0002176	1	1	2
OG0002177	1	1	2
OG0002178	1	1	2
OG0002179	2	0	2
OG0002180	2	0	2
OG0002181	1	1	2
OG0002182	1	1	2
OG0002183	2	0	2
OG0002184	1	1	2
OG0002185	2	0	2
OG0002186	1	1	2
OG0002187	1	1	2
OG0002188	1	1	2
OG0002189	1	1	2
OG0002190	2	0	2
OG0002191	1	1	2
OG0002192	1	1	2
OG0002193	1	1	2
OG0002194	1	1	2
OG0002195	1	1	2
OG0002196	1	1	2
OG0002197	1	1	2
OG0002198	1	1	2
OG0002199	1	1	2
OG0002200	1	1	2
OG0002201	1	1	2
OG0002202	1	1	2
OG0002203	2	0	2
OG0002204	2	0	2
OG0002205	1	1	2
OG0002206	2	0	2
OG0002207	2	0	2
OG0002208	2	0	2
OG0002209	1	1	2
OG0002210	1	1	2
OG0002211	1	1	2
OG0002212	2	0	2
OG0002213	1	1	2
OG0002214	2	0	2
OG0002215	1	1	2
OG0002216	1	1	2
OG0002217	1	1	2
OG0002218	2	0	2
OG0002219	1	1	2
OG0002220	1	1	2
OG0002221	1	1	2
OG0002222	1	1	2
OG0002223	1	1	2
OG0002224	1	1	2
OG0002225	1	1	2
OG0002226	1	1	2
OG0002227	1	1	2
OG0002228	1	1	2
OG0002229	1	1	2
OG0002230	1	1	2
OG0002231	1	1	2
OG0002232	1	1	2
OG0002233	1	1	2
OG0002234	1	1	2
OG0002235	1	1	2
OG0002236	1	1	2
OG0002237	1	1	2
OG0002238	1	1	2
OG0002239	1	1	2
OG0002240	1	1	2
OG0002241	2	0	2
OG0002242	1	1	2
OG0002243	2	0	2
OG0002244	2	0	2
OG0002245	1	1	2
OG0002246	1	1	2
OG0002247	1	1	2
OG0002248	2	0	2
OG0002249	1	1	2
OG0002250	1	1	2
OG0002251	2	0	2
OG0002252	1	1	2
OG0002253	1	1	2
OG0002254	2	0	2
OG0002255	1	1	2
OG0002256	1	1	2
OG0002257	1	1	2
OG0002258	1	1	2
OG0002259	2	0	2
OG0002260	1	1	2
OG0002261	1	1	2
OG0002262	1	1	2
OG0002263	1	1	2
OG0002264	2	0	2
OG0002265	1	1	2
OG0002266	2	0	2
OG0002267	1	1	2
OG0002268	1	1	2
OG0002269	1	1	2
OG0002270	1	1	2
OG0002271	1	1	2
OG0002272	1	1	2
OG0002273	1	1	2
OG0002274	1	1	2
OG0002275	1	1	2
OG0002276	1	1	2
OG0002277	1	1	2
OG0002278	1	1	2
OG0002279	1	1	2
OG0002280	1	1	2
OG0002281	2	0	2
OG0002282	1	1	2
OG0002283	1	1	2
OG0002284	1	1	2
OG0002285	1	1	2
OG0002286	1	1	2
OG0002287	1	1	2
OG0002288	1	1	2
OG0002289	1	1	2
OG0002290	1	1	2
OG0002291	1	1	2
OG0002292	1	1	2
OG0002293	1	1	2
OG0002294	1	1	2
OG0002295	1	1	2
OG0002296	2	0	2
OG0002297	1	1	2
OG0002298	1	1	2
OG0002299	2	0	2
OG0002300	1	1	2
OG0002301	1	1	2
OG0002302	2	0	2
OG0002303	1	1	2
OG0002304	1	1	2
OG0002305	1	1	2
OG0002306	1	1	2
OG0002307	1	1	2
OG0002308	1	1	2
OG0002309	2	0	2
OG0002310	2	0	2
OG0002311	1	1	2
OG0002312	1	1	2
OG0002313	1	1	2
OG0002314	1	1	2
OG0002315	1	1	2
OG0002316	1	1	2
OG0002317	1	1	2
OG0002318	1	1	2
OG0002319	1	1	2
OG0002320	2	0	2
OG0002321	1	1	2
OG0002322	1	1	2
OG0002323	1	1	2
OG0002324	1	1	2
OG0002325	1	1	2
OG0002326	1	1	2
OG0002327	1	1	2
OG0002328	1	1	2
OG0002329	1	1	2
OG0002330	1	1	2
OG0002331	1	1	2
OG0002332	2	0	2
OG0002333	1	1	2
OG0002334	1	1	2
OG0002335	1	1	2
OG0002336	1	1	2
OG0002337	1	1	2
OG0002338	1	1	2
OG0002339	1	1	2
OG0002340	1	1	2
OG0002341	1	1	2
OG0002342	2	0	2
OG0002343	1	1	2
OG0002344	1	1	2
OG0002345	2	0	2
OG0002346	2	0	2
OG0002347	1	1	2
OG0002348	2	0	2
OG0002349	1	1	2
OG0002350	1	1	2
OG0002351	1	1	2
OG0002352	1	1	2
OG0002353	1	1	2
OG0002354	1	1	2
OG0002355	1	1	2
OG0002356	2	0	2
OG0002357	1	1	2
OG0002358	1	1	2
OG0002359	1	1	2
OG0002360	1	1	2
OG0002361	1	1	2
OG0002362	1	1	2
OG0002363	1	1	2
OG0002364	1	1	2
OG0002365	1	1	2
OG0002366	1	1	2
OG0002367	1	1	2
OG0002368	2	0	2
OG0002369	1	1	2
OG0002370	1	1	2
OG0002371	1	1	2
OG0002372	1	1	2
OG0002373	2	0	2
OG0002374	1	1	2
OG0002375	2	0	2
OG0002376	2	0	2
OG0002377	1	1	2
OG0002378	1	1	2
OG0002379	1	1	2
OG0002380	1	1	2
OG0002381	1	1	2
OG0002382	1	1	2
OG0002383	1	1	2
OG0002384	1	1	2
OG0002385	1	1	2
OG0002386	1	1	2
OG0002387	1	1	2
OG0002388	1	1	2
OG0002389	1	1	2
OG0002390	2	0	2
OG0002391	2	0	2
OG0002392	2	0	2
OG0002393	2	0	2
OG0002394	2	0	2
OG0002395	1	1	2
OG0002396	2	0	2
OG0002397	2	0	2
OG0002398	2	0	2
OG0002399	2	0	2
OG0002400	2	0	2
OG0002401	2	0	2
OG0002402	1	1	2
OG0002403	1	1	2
OG0002404	1	1	2
OG0002405	2	0	2
OG0002406	2	0	2
OG0002407	1	1	2
OG0002408	2	0	2
OG0002409	1	1	2
OG0002410	1	1	2
OG0002411	1	1	2
OG0002412	1	1	2
OG0002413	1	1	2
OG0002414	1	1	2
OG0002415	1	1	2
OG0002416	1	1	2
OG0002417	1	1	2
OG0002418	1	1	2
OG0002419	1	1	2
OG0002420	1	1	2
OG0002421	1	1	2
OG0002422	1	1	2
OG0002423	1	1	2
OG0002424	1	1	2
OG0002425	1	1	2
OG0002426	1	1	2
OG0002427	1	1	2
OG0002428	1	1	2
OG0002429	1	1	2
OG0002430	1	1	2
OG0002431	2	0	2
OG0002432	1	1	2
OG0002433	2	0	2
OG0002434	1	1	2
OG0002435	1	1	2
OG0002436	2	0	2
OG0002437	2	0	2
OG0002438	1	1	2
OG0002439	2	0	2
OG0002440	2	0	2
OG0002441	1	1	2
OG0002442	1	1	2
OG0002443	2	0	2
OG0002444	2	0	2
OG0002445	2	0	2
OG0002446	2	0	2
OG0002447	1	1	2
OG0002448	1	1	2
OG0002449	1	1	2
OG0002450	1	1	2
OG0002451	1	1	2
OG0002452	1	1	2
OG0002453	1	1	2
OG0002454	1	1	2
OG0002455	1	1	2
OG0002456	1	1	2
OG0002457	1	1	2
OG0002458	1	1	2
OG0002459	1	1	2
OG0002460	1	1	2
OG0002461	1	1	2
OG0002462	1	1	2
OG0002463	1	1	2
OG0002464	1	1	2
OG0002465	1	1	2
OG0002466	1	1	2
OG0002467	1	1	2
OG0002468	1	1	2
OG0002469	1	1	2
OG0002470	1	1	2
OG0002471	1	1	2
OG0002472	1	1	2
OG0002473	1	1	2
OG0002474	1	1	2
OG0002475	1	1	2
OG0002476	1	1	2
OG0002477	1	1	2
OG0002478	1	1	2
OG0002479	1	1	2
OG0002480	1	1	2
OG0002481	1	1	2
OG0002482	1	1	2
OG0002483	1	1	2
OG0002484	1	1	2
OG0002485	1	1	2
OG0002486	1	1	2
OG0002487	1	1	2
OG0002488	0	2	2
OG0002489	0	2	2
OG0002490	0	2	2
OG0002491	0	2	2
OG0002492	0	2	2
OG0002493	0	2	2
OG0002494	0	2	2
OG0002495	0	2	2
OG0002496	0	2	2
OG0002497	0	2	2
OG0002498	0	2	2
OG0002499	0	2	2
OG0002500	0	2	2
OG0002501	0	2	2
OG0002502	0	2	2
OG0002503	0	2	2
OG0002504	0	2	2
OG0002505	0	2	2
OG0002506	0	2	2
OG0002507	0	2	2
OG0002508	0	2	2
OG0002509	0	2	2
OG0002510	0	2	2
OG0002511	0	2	2
OG0002512	0	2	2
OG0002513	0	2	2
OG0002514	0	2	2
OG0002515	0	2	2
OG0002516	0	2	2
OG0002517	0	2	2
OG0002518	0	2	2
OG0002519	0	2	2
OG0002520	0	2	2
OG0002521	0	2	2
OG0002522	0	2	2
OG0002523	0	2	2
OG0002524	0	2	2
OG0002525	0	2	2
OG0002526	0	2	2
OG0002527	0	2	2
OG0002528	0	2	2
OG0002529	0	2	2
OG0002530	0	2	2
OG0002531	0	2	2
OG0002532	0	2	2
OG0002533	0	2	2
OG0002534	0	2	2
OG0002535	0	2	2
OG0002536	0	2	2
OG0002537	0	2	2
OG0002538	0	2	2
OG0002539	0	2	2
OG0002540	0	2	2
OG0002541	0	2	2
OG0002542	0	2	2
OG0002543	0	2	2
OG0002544	0	2	2
OG0002545	0	2	2
OG0002546	0	2	2
OG0002547	0	2	2
OG0002548	0	2	2
OG0002549	0	2	2
OG0002550	0	2	2
OG0002551	0	2	2
OG0002552	0	2	2
OG0002553	0	2	2
OG0002554	0	2	2
OG0002555	0	2	2
OG0002556	0	2	2
OG0002557	0	2	2
OG0002558	0	2	2
OG0002559	0	2	2
OG0002560	0	2	2
OG0002561	0	2	2
OG0002562	0	2	2
OG0002563	0	2	2
OG0002564	0	2	2
OG0002565	0	2	2
OG0002566	0	2	2
OG0002567	0	2	2
OG0002568	0	2	2
OG0002569	0	2	2
OG0002570	0	2	2
OG0002571	0	2	2
OG0002572	0	2	2
OG0002573	0	2	2
OG0002574	0	2	2
OG0002575	0	2	2
OG0002576	0	2	2
OG0002577	0	2	2
OG0002578	0	2	2
OG0002579	0	2	2
OG0002580	0	2	2
OG0002581	0	2	2
OG0002582	0	2	2
OG0002583	0	2	2
OG0002584	0	2	2
OG0002585	0	2	2
OG0002586	0	2	2
OG0002587	0	2	2
OG0002588	0	2	2
OG0002589	0	2	2
OG0002590	0	2	2
OG0002591	0	2	2
OG0002592	0	2	2
OG0002593	0	2	2
OG0002594	0	2	2
OG0002595	0	2	2
OG0002596	0	2	2
OG0002597	0	2	2
OG0002598	0	2	2
OG0002599	0	2	2
OG0002600	0	2	2
OG0002601	0	2	2
OG0002602	0	2	2
OG0002603	0	2	2
OG0002604	0	2	2
OG0002605	0	2	2
OG0002606	0	2	2
OG0002607	0	2	2
OG0002608	0	2	2
OG0002609	0	2	2
OG0002610	0	2	2
OG0002611	0	2	2
OG0002612	0	2	2
OG0002613	0	2	2
OG0002614	0	2	2
OG0002615	0	2	2
OG0002616	0	2	2
OG0002617	0	2	2
OG0002618	0	2	2
OG0002619	0	2	2
OG0002620	0	2	2
OG0002621	0	2	2
OG0002622	0	2	2
OG0002623	0	2	2
OG0002624	0	2	2
OG0002625	0	2	2
OG0002626	0	2	2
OG0002627	0	2	2
OG0002628	0	2	2
OG0002629	0	2	2
OG0002630	0	2	2
OG0002631	0	2	2
OG0002632	0	2	2
OG0002633	0	2	2
OG0002634	0	2	2
OG0002635	0	2	2
OG0002636	0	2	2
OG0002637	0	2	2
OG0002638	0	2	2
OG0002639	0	2	2
OG0002640	0	2	2
OG0002641	0	2	2
OG0002642	0	2	2
OG0002643	0	2	2
OG0002644	0	2	2
