Orthogroup	cog_pos_go	protein_mansoni	Total
OG0001035	0	4	4
OG0001036	0	4	4
OG0001037	0	4	4
OG0001038	0	4	4
OG0001039	0	4	4
OG0001040	0	4	4
OG0001041	0	4	4
OG0001042	0	4	4
OG0001043	0	4	4
OG0001044	0	4	4
OG0001045	0	4	4
OG0001046	0	4	4
OG0001047	0	4	4
OG0001048	0	4	4
OG0001049	0	4	4
OG0001050	0	4	4
OG0001051	0	4	4
OG0001052	0	4	4
OG0001053	0	4	4
OG0001054	0	4	4
OG0001055	0	4	4
OG0001056	0	4	4
OG0001057	0	4	4
OG0001058	0	4	4
OG0001059	0	4	4
OG0001060	0	4	4
OG0001061	0	4	4
OG0001062	0	4	4
OG0001063	0	4	4
OG0001064	0	4	4
OG0001065	0	4	4
OG0001066	0	4	4
OG0001067	0	4	4
OG0001068	0	4	4
OG0001069	0	4	4
OG0001070	0	4	4
OG0001071	0	4	4
OG0001072	0	4	4
OG0001073	0	4	4
OG0001074	0	4	4
OG0001075	0	4	4
OG0001076	0	4	4
OG0001077	0	4	4
OG0001078	0	4	4
OG0001079	0	4	4
OG0001080	0	4	4
OG0001081	0	4	4
OG0001082	0	4	4
OG0001083	0	4	4
OG0001084	0	4	4
OG0001085	0	4	4
OG0001086	0	4	4
OG0001087	0	4	4
OG0001088	0	4	4
OG0001089	0	4	4
OG0001090	0	4	4
OG0001091	0	4	4
OG0001092	0	4	4
OG0001093	0	4	4
OG0001094	0	4	4
OG0001095	0	4	4
OG0001096	0	4	4
OG0001097	0	4	4
OG0001098	0	4	4
OG0001099	0	4	4
OG0001100	0	4	4
OG0001101	0	4	4
OG0001102	0	4	4
OG0001103	0	4	4
OG0001104	0	4	4
OG0001105	0	4	4
OG0001106	0	4	4
OG0001107	0	4	4
OG0001108	0	4	4
OG0001109	0	4	4
OG0001110	0	4	4
OG0001111	0	4	4
OG0001112	0	4	4
OG0001113	0	4	4
OG0001114	0	4	4
OG0001115	0	4	4
OG0001116	0	4	4
OG0001117	0	4	4
OG0001118	0	4	4
OG0001119	0	4	4
OG0001120	0	4	4
OG0001121	0	4	4
OG0001122	0	4	4
OG0001123	0	4	4
OG0001124	0	4	4
OG0001125	0	4	4
OG0001126	3	0	3
OG0001127	3	0	3
OG0001128	3	0	3
OG0001129	3	0	3
OG0001130	3	0	3
OG0001131	3	0	3
OG0001132	3	0	3
OG0001133	3	0	3
OG0001134	3	0	3
OG0001135	3	0	3
OG0001136	3	0	3
OG0001137	3	0	3
OG0001138	3	0	3
OG0001139	3	0	3
OG0001140	3	0	3
OG0001141	3	0	3
OG0001142	3	0	3
OG0001143	3	0	3
OG0001144	3	0	3
OG0001145	3	0	3
OG0001146	3	0	3
OG0001147	2	1	3
OG0001148	3	0	3
OG0001149	3	0	3
OG0001150	3	0	3
OG0001151	3	0	3
OG0001152	3	0	3
OG0001153	2	1	3
OG0001154	3	0	3
OG0001155	3	0	3
OG0001156	3	0	3
OG0001157	3	0	3
OG0001158	3	0	3
OG0001159	3	0	3
OG0001160	3	0	3
OG0001161	3	0	3
OG0001162	3	0	3
OG0001163	3	0	3
OG0001164	3	0	3
OG0001165	3	0	3
OG0001166	3	0	3
OG0001167	3	0	3
OG0001168	3	0	3
OG0001169	3	0	3
OG0001170	3	0	3
OG0001171	3	0	3
OG0001172	3	0	3
OG0001173	3	0	3
OG0001174	3	0	3
OG0001175	3	0	3
OG0001176	3	0	3
OG0001177	3	0	3
OG0001178	3	0	3
OG0001179	3	0	3
OG0001180	3	0	3
OG0001181	3	0	3
OG0001182	3	0	3
OG0001183	3	0	3
OG0001184	3	0	3
OG0001185	3	0	3
OG0001186	3	0	3
OG0001187	3	0	3
OG0001188	3	0	3
OG0001189	3	0	3
OG0001190	3	0	3
OG0001191	3	0	3
OG0001192	3	0	3
OG0001193	3	0	3
OG0001194	3	0	3
OG0001195	3	0	3
OG0001196	3	0	3
OG0001197	3	0	3
OG0001198	3	0	3
OG0001199	3	0	3
OG0001200	3	0	3
OG0001201	3	0	3
OG0001202	3	0	3
OG0001203	3	0	3
OG0001204	3	0	3
OG0001205	3	0	3
OG0001206	3	0	3
OG0001207	3	0	3
OG0001208	3	0	3
OG0001209	3	0	3
OG0001210	3	0	3
OG0001211	3	0	3
OG0001212	3	0	3
OG0001213	3	0	3
OG0001214	3	0	3
OG0001215	3	0	3
OG0001216	3	0	3
OG0001217	3	0	3
OG0001218	3	0	3
OG0001219	3	0	3
OG0001220	3	0	3
OG0001221	3	0	3
OG0001222	3	0	3
OG0001223	3	0	3
OG0001224	3	0	3
OG0001225	3	0	3
OG0001226	3	0	3
OG0001227	3	0	3
OG0001228	3	0	3
OG0001229	3	0	3
OG0001230	3	0	3
OG0001231	3	0	3
OG0001232	3	0	3
OG0001233	0	3	3
OG0001234	0	3	3
OG0001235	0	3	3
OG0001236	0	3	3
OG0001237	0	3	3
OG0001238	0	3	3
OG0001239	0	3	3
OG0001240	0	3	3
OG0001241	0	3	3
OG0001242	0	3	3
OG0001243	0	3	3
OG0001244	0	3	3
OG0001245	0	3	3
OG0001246	0	3	3
OG0001247	0	3	3
OG0001248	0	3	3
OG0001249	0	3	3
OG0001250	0	3	3
OG0001251	0	3	3
OG0001252	0	3	3
OG0001253	0	3	3
OG0001254	0	3	3
OG0001255	0	3	3
OG0001256	0	3	3
OG0001257	0	3	3
OG0001258	0	3	3
OG0001259	0	3	3
OG0001260	0	3	3
OG0001261	0	3	3
OG0001262	0	3	3
OG0001263	0	3	3
OG0001264	0	3	3
OG0001265	0	3	3
OG0001266	0	3	3
OG0001267	0	3	3
OG0001268	0	3	3
OG0001269	0	3	3
OG0001270	0	3	3
OG0001271	0	3	3
OG0001272	0	3	3
OG0001273	0	3	3
OG0001274	0	3	3
OG0001275	0	3	3
OG0001276	0	3	3
OG0001277	0	3	3
OG0001278	0	3	3
OG0001279	0	3	3
OG0001280	0	3	3
OG0001281	0	3	3
OG0001282	0	3	3
OG0001283	0	3	3
OG0001284	0	3	3
OG0001285	0	3	3
OG0001286	0	3	3
OG0001287	0	3	3
OG0001288	0	3	3
OG0001289	0	3	3
OG0001290	0	3	3
OG0001291	0	3	3
OG0001292	0	3	3
OG0001293	0	3	3
OG0001294	0	3	3
OG0001295	0	3	3
OG0001296	0	3	3
OG0001297	0	3	3
OG0001298	0	3	3
OG0001299	0	3	3
OG0001300	0	3	3
OG0001301	0	3	3
OG0001302	0	3	3
OG0001303	0	3	3
OG0001304	0	3	3
OG0001305	0	3	3
OG0001306	0	3	3
OG0001307	0	3	3
OG0001308	0	3	3
OG0001309	0	3	3
OG0001310	0	3	3
OG0001311	0	3	3
OG0001312	0	3	3
OG0001313	0	3	3
OG0001314	0	3	3
OG0001315	0	3	3
OG0001316	0	3	3
OG0001317	0	3	3
OG0001318	0	3	3
OG0001319	0	3	3
OG0001320	0	3	3
OG0001321	0	3	3
OG0001322	0	3	3
OG0001323	0	3	3
OG0001324	0	3	3
OG0001325	0	3	3
OG0001326	0	3	3
OG0001327	0	3	3
OG0001328	0	3	3
OG0001329	0	3	3
OG0001330	0	3	3
OG0001331	0	3	3
OG0001332	0	3	3
OG0001333	0	3	3
OG0001334	0	3	3
OG0001335	0	3	3
OG0001336	0	3	3
OG0001337	0	3	3
OG0001338	0	3	3
OG0001339	0	3	3
OG0001340	0	3	3
OG0001341	0	3	3
OG0001342	0	3	3
OG0001343	0	3	3
OG0001344	0	3	3
OG0001345	0	3	3
OG0001346	0	3	3
OG0001347	0	3	3
OG0001348	0	3	3
OG0001349	0	3	3
OG0001350	0	3	3
OG0001351	0	3	3
OG0001352	0	3	3
OG0001353	0	3	3
OG0001354	0	3	3
OG0001355	0	3	3
OG0001356	0	3	3
OG0001357	0	3	3
OG0001358	0	3	3
OG0001359	0	3	3
OG0001360	0	3	3
OG0001361	0	3	3
OG0001362	0	3	3
OG0001363	0	3	3
OG0001364	0	3	3
OG0001365	0	3	3
OG0001366	0	3	3
OG0001367	0	3	3
OG0001368	0	3	3
OG0001369	0	3	3
OG0001370	0	3	3
OG0001371	0	3	3
OG0001372	0	3	3
OG0001373	0	3	3
OG0001374	0	3	3
OG0001375	0	3	3
OG0001376	0	3	3
OG0001377	0	3	3
OG0001378	0	3	3
OG0001379	0	3	3
OG0001380	0	3	3
OG0001381	0	3	3
OG0001382	0	3	3
OG0001383	0	3	3
OG0001384	0	3	3
OG0001385	0	3	3
OG0001386	0	3	3
OG0001387	0	3	3
OG0001388	0	3	3
OG0001389	0	3	3
OG0001390	0	3	3
OG0001391	0	3	3
OG0001392	0	3	3
OG0001393	0	3	3
OG0001394	0	3	3
OG0001395	0	3	3
OG0001396	0	3	3
OG0001397	0	3	3
OG0001398	0	3	3
OG0001399	0	3	3
OG0001400	0	3	3
OG0001401	0	3	3
OG0001402	0	3	3
OG0001403	0	3	3
OG0001404	0	3	3
OG0001405	0	3	3
OG0001406	0	3	3
OG0001407	0	3	3
OG0001408	0	3	3
OG0001409	0	3	3
OG0001410	0	3	3
OG0001411	0	3	3
OG0001412	0	3	3
OG0001413	0	3	3
OG0001414	0	3	3
OG0001415	0	3	3
OG0001416	0	3	3
OG0001417	0	3	3
OG0001418	2	0	2
OG0001419	2	0	2
OG0001420	2	0	2
OG0001421	1	1	2
OG0001422	1	1	2
OG0001423	2	0	2
OG0001424	2	0	2
OG0001425	2	0	2
OG0001426	2	0	2
OG0001427	1	1	2
OG0001428	2	0	2
OG0001429	2	0	2
OG0001430	2	0	2
OG0001431	2	0	2
OG0001432	2	0	2
OG0001433	2	0	2
OG0001434	2	0	2
OG0001435	2	0	2
OG0001436	2	0	2
OG0001437	2	0	2
OG0001438	2	0	2
OG0001439	1	1	2
OG0001440	2	0	2
OG0001441	2	0	2
OG0001442	2	0	2
OG0001443	2	0	2
OG0001444	2	0	2
OG0001445	2	0	2
OG0001446	1	1	2
OG0001447	1	1	2
OG0001448	2	0	2
OG0001449	2	0	2
OG0001450	1	1	2
OG0001451	2	0	2
OG0001452	2	0	2
OG0001453	2	0	2
OG0001454	2	0	2
OG0001455	2	0	2
OG0001456	2	0	2
OG0001457	2	0	2
OG0001458	2	0	2
OG0001459	2	0	2
OG0001460	2	0	2
OG0001461	2	0	2
OG0001462	2	0	2
OG0001463	2	0	2
OG0001464	2	0	2
OG0001465	2	0	2
OG0001466	2	0	2
OG0001467	2	0	2
OG0001468	2	0	2
OG0001469	2	0	2
OG0001470	2	0	2
OG0001471	2	0	2
OG0001472	2	0	2
OG0001473	2	0	2
OG0001474	2	0	2
OG0001475	2	0	2
OG0001476	2	0	2
OG0001477	2	0	2
OG0001478	2	0	2
OG0001479	2	0	2
OG0001480	2	0	2
OG0001481	2	0	2
OG0001482	2	0	2
OG0001483	1	1	2
OG0001484	2	0	2
OG0001485	2	0	2
OG0001486	2	0	2
OG0001487	1	1	2
OG0001488	2	0	2
OG0001489	2	0	2
OG0001490	2	0	2
OG0001491	2	0	2
OG0001492	2	0	2
OG0001493	2	0	2
OG0001494	2	0	2
OG0001495	2	0	2
OG0001496	2	0	2
OG0001497	2	0	2
OG0001498	2	0	2
OG0001499	2	0	2
OG0001500	2	0	2
OG0001501	2	0	2
OG0001502	2	0	2
OG0001503	1	1	2
OG0001504	2	0	2
OG0001505	2	0	2
OG0001506	1	1	2
OG0001507	2	0	2
OG0001508	2	0	2
OG0001509	2	0	2
OG0001510	2	0	2
OG0001511	1	1	2
OG0001512	2	0	2
OG0001513	2	0	2
OG0001514	2	0	2
OG0001515	2	0	2
OG0001516	2	0	2
OG0001517	1	1	2
OG0001518	2	0	2
OG0001519	1	1	2
OG0001520	1	1	2
OG0001521	2	0	2
OG0001522	2	0	2
OG0001523	2	0	2
OG0001524	1	1	2
OG0001525	2	0	2
OG0001526	2	0	2
OG0001527	2	0	2
OG0001528	2	0	2
OG0001529	2	0	2
OG0001530	2	0	2
OG0001531	1	1	2
OG0001532	1	1	2
OG0001533	2	0	2
OG0001534	2	0	2
OG0001535	2	0	2
OG0001536	2	0	2
OG0001537	2	0	2
OG0001538	2	0	2
OG0001539	2	0	2
OG0001540	2	0	2
OG0001541	2	0	2
OG0001542	2	0	2
OG0001543	2	0	2
OG0001544	1	1	2
OG0001545	2	0	2
OG0001546	2	0	2
OG0001547	2	0	2
OG0001548	2	0	2
OG0001549	2	0	2
OG0001550	2	0	2
OG0001551	2	0	2
OG0001552	2	0	2
OG0001553	2	0	2
OG0001554	1	1	2
OG0001555	2	0	2
OG0001556	2	0	2
OG0001557	2	0	2
OG0001558	2	0	2
OG0001559	2	0	2
OG0001560	2	0	2
OG0001561	2	0	2
OG0001562	1	1	2
OG0001563	2	0	2
OG0001564	2	0	2
OG0001565	2	0	2
OG0001566	2	0	2
OG0001567	2	0	2
OG0001568	2	0	2
OG0001569	2	0	2
OG0001570	2	0	2
OG0001571	2	0	2
OG0001572	2	0	2
OG0001573	2	0	2
OG0001574	2	0	2
OG0001575	2	0	2
OG0001576	2	0	2
OG0001577	1	1	2
OG0001578	2	0	2
OG0001579	2	0	2
OG0001580	1	1	2
OG0001581	2	0	2
OG0001582	2	0	2
OG0001583	2	0	2
OG0001584	2	0	2
OG0001585	2	0	2
OG0001586	1	1	2
OG0001587	1	1	2
OG0001588	2	0	2
OG0001589	2	0	2
OG0001590	2	0	2
OG0001591	2	0	2
OG0001592	2	0	2
OG0001593	2	0	2
OG0001594	2	0	2
OG0001595	2	0	2
OG0001596	2	0	2
OG0001597	2	0	2
OG0001598	2	0	2
OG0001599	2	0	2
OG0001600	2	0	2
OG0001601	2	0	2
OG0001602	2	0	2
OG0001603	2	0	2
OG0001604	2	0	2
OG0001605	2	0	2
OG0001606	2	0	2
OG0001607	1	1	2
OG0001608	2	0	2
OG0001609	2	0	2
OG0001610	2	0	2
OG0001611	2	0	2
OG0001612	2	0	2
OG0001613	2	0	2
OG0001614	2	0	2
OG0001615	2	0	2
OG0001616	2	0	2
OG0001617	1	1	2
OG0001618	2	0	2
OG0001619	2	0	2
OG0001620	2	0	2
OG0001621	2	0	2
OG0001622	2	0	2
OG0001623	2	0	2
OG0001624	2	0	2
OG0001625	2	0	2
OG0001626	2	0	2
OG0001627	2	0	2
OG0001628	1	1	2
OG0001629	2	0	2
OG0001630	2	0	2
OG0001631	2	0	2
OG0001632	2	0	2
OG0001633	2	0	2
OG0001634	2	0	2
OG0001635	2	0	2
OG0001636	2	0	2
OG0001637	2	0	2
OG0001638	2	0	2
OG0001639	2	0	2
OG0001640	2	0	2
OG0001641	2	0	2
OG0001642	2	0	2
OG0001643	1	1	2
OG0001644	2	0	2
OG0001645	2	0	2
OG0001646	2	0	2
OG0001647	2	0	2
OG0001648	2	0	2
OG0001649	2	0	2
OG0001650	2	0	2
OG0001651	2	0	2
OG0001652	2	0	2
OG0001653	2	0	2
OG0001654	2	0	2
OG0001655	2	0	2
OG0001656	2	0	2
OG0001657	2	0	2
OG0001658	2	0	2
OG0001659	2	0	2
OG0001660	2	0	2
OG0001661	2	0	2
OG0001662	2	0	2
OG0001663	2	0	2
OG0001664	2	0	2
OG0001665	2	0	2
OG0001666	2	0	2
OG0001667	1	1	2
OG0001668	2	0	2
OG0001669	2	0	2
OG0001670	2	0	2
OG0001671	2	0	2
OG0001672	2	0	2
OG0001673	2	0	2
OG0001674	1	1	2
OG0001675	0	2	2
OG0001676	0	2	2
OG0001677	0	2	2
OG0001678	0	2	2
OG0001679	0	2	2
OG0001680	0	2	2
OG0001681	0	2	2
OG0001682	0	2	2
OG0001683	0	2	2
OG0001684	0	2	2
OG0001685	0	2	2
OG0001686	0	2	2
OG0001687	0	2	2
OG0001688	0	2	2
OG0001689	0	2	2
OG0001690	0	2	2
OG0001691	0	2	2
OG0001692	0	2	2
OG0001693	0	2	2
OG0001694	0	2	2
OG0001695	0	2	2
OG0001696	0	2	2
OG0001697	0	2	2
OG0001698	0	2	2
OG0001699	0	2	2
OG0001700	0	2	2
OG0001701	0	2	2
OG0001702	0	2	2
OG0001703	0	2	2
OG0001704	0	2	2
OG0001705	0	2	2
OG0001706	0	2	2
OG0001707	0	2	2
OG0001708	0	2	2
OG0001709	0	2	2
OG0001710	0	2	2
OG0001711	0	2	2
OG0001712	0	2	2
OG0001713	0	2	2
OG0001714	0	2	2
OG0001715	0	2	2
OG0001716	0	2	2
OG0001717	0	2	2
OG0001718	0	2	2
OG0001719	0	2	2
OG0001720	0	2	2
OG0001721	0	2	2
OG0001722	0	2	2
OG0001723	0	2	2
OG0001724	0	2	2
OG0001725	0	2	2
OG0001726	0	2	2
OG0001727	0	2	2
OG0001728	0	2	2
OG0001729	0	2	2
OG0001730	0	2	2
OG0001731	0	2	2
OG0001732	0	2	2
OG0001733	0	2	2
OG0001734	0	2	2
OG0001735	0	2	2
OG0001736	0	2	2
OG0001737	0	2	2
OG0001738	0	2	2
OG0001739	0	2	2
OG0001740	0	2	2
OG0001741	0	2	2
OG0001742	0	2	2
OG0001743	0	2	2
OG0001744	0	2	2
OG0001745	0	2	2
OG0001746	0	2	2
OG0001747	0	2	2
OG0001748	0	2	2
OG0001749	0	2	2
OG0001750	0	2	2
OG0001751	0	2	2
OG0001752	0	2	2
OG0001753	0	2	2
OG0001754	0	2	2
OG0001755	0	2	2
OG0001756	0	2	2
OG0001757	0	2	2
OG0001758	0	2	2
OG0001759	0	2	2
OG0001760	0	2	2
OG0001761	0	2	2
OG0001762	0	2	2
OG0001763	0	2	2
OG0001764	0	2	2
OG0001765	0	2	2
OG0001766	0	2	2
OG0001767	0	2	2
OG0001768	0	2	2
OG0001769	0	2	2
OG0001770	0	2	2
OG0001771	0	2	2
OG0001772	0	2	2
OG0001773	0	2	2
OG0001774	0	2	2
OG0001775	0	2	2
OG0001776	0	2	2
OG0001777	0	2	2
OG0001778	0	2	2
OG0001779	0	2	2
OG0001780	0	2	2
OG0001781	0	2	2
OG0001782	0	2	2
OG0001783	0	2	2
OG0001784	0	2	2
OG0001785	0	2	2
OG0001786	0	2	2
OG0001787	0	2	2
OG0001788	0	2	2
OG0001789	0	2	2
OG0001790	0	2	2
OG0001791	0	2	2
OG0001792	0	2	2
OG0001793	0	2	2
OG0001794	0	2	2
OG0001795	0	2	2
OG0001796	0	2	2
OG0001797	0	2	2
OG0001798	0	2	2
OG0001799	0	2	2
OG0001800	0	2	2
OG0001801	0	2	2
OG0001802	0	2	2
OG0001803	0	2	2
OG0001804	0	2	2
OG0001805	0	2	2
OG0001806	0	2	2
OG0001807	0	2	2
OG0001808	0	2	2
OG0001809	0	2	2
OG0001810	0	2	2
OG0001811	0	2	2
OG0001812	0	2	2
OG0001813	0	2	2
OG0001814	0	2	2
OG0001815	0	2	2
OG0001816	0	2	2
OG0001817	0	2	2
OG0001818	0	2	2
OG0001819	0	2	2
OG0001820	0	2	2
OG0001821	0	2	2
OG0001822	0	2	2
OG0001823	0	2	2
OG0001824	0	2	2
OG0001825	0	2	2
OG0001826	0	2	2
OG0001827	0	2	2
OG0001828	0	2	2
OG0001829	0	2	2
OG0001830	0	2	2
OG0001831	0	2	2
OG0001832	0	2	2
OG0001833	0	2	2
OG0001834	0	2	2
OG0001835	0	2	2
OG0001836	0	2	2
OG0001837	0	2	2
OG0001838	0	2	2
OG0001839	0	2	2
OG0001840	0	2	2
OG0001841	0	2	2
OG0001842	0	2	2
OG0001843	0	2	2
OG0001844	0	2	2
OG0001845	0	2	2
OG0001846	0	2	2
OG0001847	0	2	2
OG0001848	0	2	2
OG0001849	0	2	2
OG0001850	0	2	2
OG0001851	0	2	2
OG0001852	0	2	2
OG0001853	0	2	2
OG0001854	0	2	2
OG0001855	0	2	2
OG0001856	0	2	2
OG0001857	0	2	2
OG0001858	0	2	2
OG0001859	0	2	2
OG0001860	0	2	2
OG0001861	0	2	2
OG0001862	0	2	2
OG0001863	0	2	2
OG0001864	0	2	2
OG0001865	0	2	2
OG0001866	0	2	2
OG0001867	0	2	2
OG0001868	0	2	2
OG0001869	0	2	2
OG0001870	0	2	2
OG0001871	0	2	2
OG0001872	0	2	2
OG0001873	0	2	2
OG0001874	0	2	2
OG0001875	0	2	2
OG0001876	0	2	2
OG0001877	0	2	2
OG0001878	0	2	2
OG0001879	0	2	2
OG0001880	0	2	2
OG0001881	0	2	2
OG0001882	0	2	2
OG0001883	0	2	2
OG0001884	0	2	2
OG0001885	0	2	2
OG0001886	0	2	2
OG0001887	0	2	2
OG0001888	0	2	2
OG0001889	0	2	2
OG0001890	0	2	2
OG0001891	0	2	2
OG0001892	0	2	2
OG0001893	0	2	2
OG0001894	0	2	2
OG0001895	0	2	2
OG0001896	0	2	2
OG0001897	0	2	2
OG0001898	0	2	2
OG0001899	0	2	2
OG0001900	0	2	2
OG0001901	0	2	2
OG0001902	0	2	2
OG0001903	0	2	2
OG0001904	0	2	2
OG0001905	0	2	2
OG0001906	0	2	2
OG0001907	0	2	2
OG0001908	0	2	2
OG0001909	0	2	2
OG0001910	0	2	2
OG0001911	0	2	2
OG0001912	0	2	2
OG0001913	0	2	2
OG0001914	0	2	2
OG0001915	0	2	2
OG0001916	0	2	2
OG0001917	0	2	2
OG0001918	0	2	2
OG0001919	0	2	2
OG0001920	0	2	2
OG0001921	0	2	2
OG0001922	0	2	2
OG0001923	0	2	2
OG0001924	0	2	2
OG0001925	0	2	2
OG0001926	0	2	2
OG0001927	0	2	2
OG0001928	0	2	2
OG0001929	0	2	2
OG0001930	0	2	2
OG0001931	0	2	2
OG0001932	0	2	2
OG0001933	0	2	2
OG0001934	0	2	2
OG0001935	0	2	2
OG0001936	0	2	2
OG0001937	0	2	2
OG0001938	0	2	2
OG0001939	0	2	2
OG0001940	0	2	2
OG0001941	0	2	2
OG0001942	0	2	2
OG0001943	0	2	2
OG0001944	0	2	2
OG0001945	0	2	2
OG0001946	0	2	2
OG0001947	0	2	2
OG0001948	0	2	2
OG0001949	0	2	2
OG0001950	0	2	2
OG0001951	0	2	2
OG0001952	0	2	2
OG0001953	0	2	2
OG0001954	0	2	2
OG0001955	0	2	2
OG0001956	0	2	2
OG0001957	0	2	2
OG0001958	0	2	2
OG0001959	0	2	2
OG0001960	0	2	2
OG0001961	0	2	2
OG0001962	0	2	2
OG0001963	0	2	2
OG0001964	0	2	2
OG0001965	0	2	2
OG0001966	0	2	2
OG0001967	0	2	2
OG0001968	0	2	2
OG0001969	0	2	2
OG0001970	0	2	2
OG0001971	0	2	2
OG0001972	0	2	2
OG0001973	0	2	2
OG0001974	0	2	2
OG0001975	0	2	2
OG0001976	0	2	2
OG0001977	0	2	2
OG0001978	0	2	2
OG0001979	0	2	2
OG0001980	0	2	2
OG0001981	0	2	2
OG0001982	0	2	2
OG0001983	0	2	2
OG0001984	0	2	2
OG0001985	0	2	2
OG0001986	0	2	2
OG0001987	0	2	2
OG0001988	0	2	2
OG0001989	0	2	2
OG0001990	0	2	2
OG0001991	0	2	2
OG0001992	0	2	2
OG0001993	0	2	2
OG0001994	0	2	2
OG0001995	0	2	2
OG0001996	0	2	2
OG0001997	0	2	2
OG0001998	0	2	2
OG0001999	0	2	2
OG0002000	0	2	2
OG0002001	0	2	2
OG0002002	0	2	2
OG0002003	0	2	2
OG0002004	0	2	2
OG0002005	0	2	2
OG0002006	0	2	2
OG0002007	0	2	2
OG0002008	0	2	2
OG0002009	0	2	2
OG0002010	0	2	2
OG0002011	0	2	2
OG0002012	0	2	2
OG0002013	0	2	2
OG0002014	0	2	2
OG0002015	0	2	2
OG0002016	0	2	2
OG0002017	0	2	2
OG0002018	0	2	2
OG0002019	0	2	2
OG0002020	0	2	2
OG0002021	0	2	2
OG0002022	0	2	2
OG0002023	0	2	2
OG0002024	0	2	2
OG0002025	0	2	2
OG0002026	0	2	2
OG0002027	0	2	2
OG0002028	0	2	2
OG0002029	0	2	2
OG0002030	0	2	2
OG0002031	0	2	2
OG0002032	0	2	2
OG0002033	0	2	2
OG0002034	0	2	2
OG0002035	0	2	2
OG0002036	0	2	2
OG0002037	0	2	2
OG0002038	0	2	2
OG0002039	0	2	2
OG0002040	0	2	2
OG0002041	0	2	2
OG0002042	0	2	2
OG0002043	0	2	2
OG0002044	0	2	2
OG0002045	0	2	2
OG0002046	0	2	2
OG0002047	0	2	2
OG0002048	0	2	2
OG0002049	0	2	2
OG0002050	0	2	2
OG0002051	0	2	2
OG0002052	0	2	2
OG0002053	0	2	2
OG0002054	0	2	2
OG0002055	0	2	2
OG0002056	0	2	2
OG0002057	0	2	2
OG0002058	0	2	2
OG0002059	0	2	2
OG0002060	0	2	2
OG0002061	0	2	2
OG0002062	0	2	2
OG0002063	0	2	2
OG0002064	0	2	2
OG0002065	0	2	2
OG0002066	0	2	2
OG0002067	0	2	2
OG0002068	0	2	2
OG0002069	0	2	2
OG0002070	0	2	2
OG0002071	0	2	2
OG0002072	0	2	2
OG0002073	0	2	2
OG0002074	0	2	2
OG0002075	0	2	2
OG0002076	0	2	2
OG0002077	0	2	2
OG0002078	0	2	2
OG0002079	0	2	2
OG0002080	0	2	2
OG0002081	0	2	2
OG0002082	0	2	2
OG0002083	0	2	2
OG0002084	0	2	2
OG0002085	0	2	2
OG0002086	0	2	2
OG0002087	0	2	2
OG0002088	0	2	2
OG0002089	0	2	2
OG0002090	0	2	2
OG0002091	0	2	2
OG0002092	0	2	2
OG0002093	0	2	2
OG0002094	0	2	2
OG0002095	0	2	2
OG0002096	0	2	2
OG0002097	0	2	2
OG0002098	0	2	2
OG0002099	0	2	2
OG0002100	0	2	2
OG0002101	0	2	2
OG0002102	0	2	2
OG0002103	0	2	2
OG0002104	0	2	2
OG0002105	0	2	2
OG0002106	0	2	2
OG0002107	0	2	2
OG0002108	0	2	2
OG0002109	0	2	2
OG0002110	0	2	2
OG0002111	0	2	2
OG0002112	0	2	2
OG0002113	0	2	2
OG0002114	0	2	2
OG0002115	0	2	2
OG0002116	0	2	2
OG0002117	0	2	2
OG0002118	0	2	2
OG0002119	0	2	2
OG0002120	0	2	2
OG0002121	0	2	2
OG0002122	0	2	2
OG0002123	0	2	2
OG0002124	0	2	2
OG0002125	0	2	2
OG0002126	0	2	2
OG0002127	0	2	2
OG0002128	0	2	2
OG0002129	0	2	2
OG0002130	0	2	2
OG0002131	0	2	2
OG0002132	0	2	2
OG0002133	0	2	2
OG0002134	0	2	2
OG0002135	0	2	2
OG0002136	0	2	2
OG0002137	0	2	2
OG0002138	0	2	2
OG0002139	0	2	2
OG0002140	0	2	2
OG0002141	0	2	2
OG0002142	0	2	2
OG0002143	0	2	2
OG0002144	0	2	2
OG0002145	0	2	2
OG0002146	0	2	2
OG0002147	0	2	2
OG0002148	0	2	2
OG0002149	0	2	2
OG0002150	0	2	2
OG0002151	0	2	2
OG0002152	0	2	2
OG0002153	0	2	2
OG0002154	0	2	2
OG0002155	0	2	2
OG0002156	0	2	2
OG0002157	0	2	2
OG0002158	0	2	2
OG0002159	0	2	2
OG0002160	0	2	2
OG0002161	0	2	2
OG0002162	0	2	2
OG0002163	0	2	2
