Orthogroup	kog_elegans_pos_go	protein_mansoni	Total
OG0002183	1	1	2
OG0002184	1	1	2
OG0002185	1	1	2
OG0002186	1	1	2
OG0002187	1	1	2
OG0002188	1	1	2
OG0002189	1	1	2
OG0002190	1	1	2
OG0002191	1	1	2
OG0002192	1	1	2
OG0002193	1	1	2
OG0002194	1	1	2
OG0002195	1	1	2
OG0002196	1	1	2
OG0002197	2	0	2
OG0002198	1	1	2
OG0002199	1	1	2
OG0002200	1	1	2
OG0002201	1	1	2
OG0002202	1	1	2
OG0002203	1	1	2
OG0002204	1	1	2
OG0002205	1	1	2
OG0002206	1	1	2
OG0002207	1	1	2
OG0002208	1	1	2
OG0002209	2	0	2
OG0002210	1	1	2
OG0002211	1	1	2
OG0002212	1	1	2
OG0002213	1	1	2
OG0002214	1	1	2
OG0002215	1	1	2
OG0002216	1	1	2
OG0002217	1	1	2
OG0002218	2	0	2
OG0002219	1	1	2
OG0002220	1	1	2
OG0002221	1	1	2
OG0002222	1	1	2
OG0002223	1	1	2
OG0002224	1	1	2
OG0002225	1	1	2
OG0002226	1	1	2
OG0002227	1	1	2
OG0002228	1	1	2
OG0002229	1	1	2
OG0002230	1	1	2
OG0002231	1	1	2
OG0002232	1	1	2
OG0002233	1	1	2
OG0002234	2	0	2
OG0002235	1	1	2
OG0002236	1	1	2
OG0002237	1	1	2
OG0002238	1	1	2
OG0002239	2	0	2
OG0002240	1	1	2
OG0002241	1	1	2
OG0002242	1	1	2
OG0002243	1	1	2
OG0002244	1	1	2
OG0002245	1	1	2
OG0002246	1	1	2
OG0002247	1	1	2
OG0002248	1	1	2
OG0002249	1	1	2
OG0002250	1	1	2
OG0002251	1	1	2
OG0002252	1	1	2
OG0002253	1	1	2
OG0002254	1	1	2
OG0002255	1	1	2
OG0002256	1	1	2
OG0002257	1	1	2
OG0002258	1	1	2
OG0002259	1	1	2
OG0002260	1	1	2
OG0002261	1	1	2
OG0002262	1	1	2
OG0002263	1	1	2
OG0002264	1	1	2
OG0002265	1	1	2
OG0002266	1	1	2
OG0002267	1	1	2
OG0002268	1	1	2
OG0002269	1	1	2
OG0002270	1	1	2
OG0002271	1	1	2
OG0002272	1	1	2
OG0002273	1	1	2
OG0002274	1	1	2
OG0002275	1	1	2
OG0002276	1	1	2
OG0002277	1	1	2
OG0002278	1	1	2
OG0002279	1	1	2
OG0002280	1	1	2
OG0002281	1	1	2
OG0002282	1	1	2
OG0002283	1	1	2
OG0002284	1	1	2
OG0002285	2	0	2
OG0002286	1	1	2
OG0002287	1	1	2
OG0002288	1	1	2
OG0002289	1	1	2
OG0002290	1	1	2
OG0002291	1	1	2
OG0002292	1	1	2
OG0002293	1	1	2
OG0002294	1	1	2
OG0002295	1	1	2
OG0002296	1	1	2
OG0002297	1	1	2
OG0002298	1	1	2
OG0002299	2	0	2
OG0002300	1	1	2
OG0002301	1	1	2
OG0002302	2	0	2
OG0002303	1	1	2
OG0002304	1	1	2
OG0002305	1	1	2
OG0002306	1	1	2
OG0002307	1	1	2
OG0002308	1	1	2
OG0002309	1	1	2
OG0002310	1	1	2
OG0002311	1	1	2
OG0002312	1	1	2
OG0002313	1	1	2
OG0002314	1	1	2
OG0002315	1	1	2
OG0002316	1	1	2
OG0002317	1	1	2
OG0002318	1	1	2
OG0002319	1	1	2
OG0002320	1	1	2
OG0002321	1	1	2
OG0002322	1	1	2
OG0002323	1	1	2
OG0002324	1	1	2
OG0002325	2	0	2
OG0002326	1	1	2
OG0002327	1	1	2
OG0002328	2	0	2
OG0002329	1	1	2
OG0002330	1	1	2
OG0002331	1	1	2
OG0002332	1	1	2
OG0002333	1	1	2
OG0002334	1	1	2
OG0002335	2	0	2
OG0002336	1	1	2
OG0002337	1	1	2
OG0002338	1	1	2
OG0002339	1	1	2
OG0002340	2	0	2
OG0002341	1	1	2
OG0002342	2	0	2
OG0002343	2	0	2
OG0002344	1	1	2
OG0002345	1	1	2
OG0002346	1	1	2
OG0002347	1	1	2
OG0002348	1	1	2
OG0002349	1	1	2
OG0002350	1	1	2
OG0002351	1	1	2
OG0002352	1	1	2
OG0002353	1	1	2
OG0002354	1	1	2
OG0002355	1	1	2
OG0002356	1	1	2
OG0002357	1	1	2
OG0002358	1	1	2
OG0002359	1	1	2
OG0002360	1	1	2
OG0002361	1	1	2
OG0002362	1	1	2
OG0002363	1	1	2
OG0002364	1	1	2
OG0002365	2	0	2
OG0002366	1	1	2
OG0002367	1	1	2
OG0002368	1	1	2
OG0002369	1	1	2
OG0002370	1	1	2
OG0002371	1	1	2
OG0002372	1	1	2
OG0002373	1	1	2
OG0002374	1	1	2
OG0002375	1	1	2
OG0002376	1	1	2
OG0002377	1	1	2
OG0002378	1	1	2
OG0002379	1	1	2
OG0002380	1	1	2
OG0002381	1	1	2
OG0002382	1	1	2
OG0002383	1	1	2
OG0002384	2	0	2
OG0002385	1	1	2
OG0002386	1	1	2
OG0002387	1	1	2
OG0002388	1	1	2
OG0002389	1	1	2
OG0002390	1	1	2
OG0002391	1	1	2
OG0002392	1	1	2
OG0002393	1	1	2
OG0002394	1	1	2
OG0002395	1	1	2
OG0002396	1	1	2
OG0002397	1	1	2
OG0002398	1	1	2
OG0002399	1	1	2
OG0002400	1	1	2
OG0002401	1	1	2
OG0002402	1	1	2
OG0002403	1	1	2
OG0002404	1	1	2
OG0002405	1	1	2
OG0002406	1	1	2
OG0002407	1	1	2
OG0002408	1	1	2
OG0002409	1	1	2
OG0002410	1	1	2
OG0002411	1	1	2
OG0002412	1	1	2
OG0002413	1	1	2
OG0002414	1	1	2
OG0002415	1	1	2
OG0002416	1	1	2
OG0002417	1	1	2
OG0002418	1	1	2
OG0002419	1	1	2
OG0002420	1	1	2
OG0002421	1	1	2
OG0002422	1	1	2
OG0002423	2	0	2
OG0002424	1	1	2
OG0002425	1	1	2
OG0002426	1	1	2
OG0002427	1	1	2
OG0002428	1	1	2
OG0002429	1	1	2
OG0002430	1	1	2
OG0002431	1	1	2
OG0002432	1	1	2
OG0002433	1	1	2
OG0002434	1	1	2
OG0002435	1	1	2
OG0002436	1	1	2
OG0002437	1	1	2
OG0002438	1	1	2
OG0002439	1	1	2
OG0002440	1	1	2
OG0002441	1	1	2
OG0002442	1	1	2
OG0002443	1	1	2
OG0002444	1	1	2
OG0002445	1	1	2
OG0002446	1	1	2
OG0002447	1	1	2
OG0002448	1	1	2
OG0002449	1	1	2
OG0002450	1	1	2
OG0002451	1	1	2
OG0002452	1	1	2
OG0002453	1	1	2
OG0002454	1	1	2
OG0002455	1	1	2
OG0002456	1	1	2
OG0002457	1	1	2
OG0002458	1	1	2
OG0002459	1	1	2
OG0002460	1	1	2
OG0002461	1	1	2
OG0002462	1	1	2
OG0002463	1	1	2
OG0002464	1	1	2
OG0002465	1	1	2
OG0002466	1	1	2
OG0002467	1	1	2
OG0002468	1	1	2
OG0002469	1	1	2
OG0002470	1	1	2
OG0002471	1	1	2
OG0002472	1	1	2
OG0002473	2	0	2
OG0002474	1	1	2
OG0002475	1	1	2
OG0002476	1	1	2
OG0002477	1	1	2
OG0002478	1	1	2
OG0002479	2	0	2
OG0002480	1	1	2
OG0002481	1	1	2
OG0002482	1	1	2
OG0002483	2	0	2
OG0002484	1	1	2
OG0002485	1	1	2
OG0002486	1	1	2
OG0002487	1	1	2
OG0002488	1	1	2
OG0002489	1	1	2
OG0002490	1	1	2
OG0002491	1	1	2
OG0002492	1	1	2
OG0002493	1	1	2
OG0002494	1	1	2
OG0002495	1	1	2
OG0002496	1	1	2
OG0002497	1	1	2
OG0002498	1	1	2
OG0002499	1	1	2
OG0002500	1	1	2
OG0002501	1	1	2
OG0002502	1	1	2
OG0002503	1	1	2
OG0002504	1	1	2
OG0002505	1	1	2
OG0002506	1	1	2
OG0002507	1	1	2
OG0002508	1	1	2
OG0002509	1	1	2
OG0002510	1	1	2
OG0002511	1	1	2
OG0002512	1	1	2
OG0002513	1	1	2
OG0002514	1	1	2
OG0002515	1	1	2
OG0002516	1	1	2
OG0002517	1	1	2
OG0002518	1	1	2
OG0002519	1	1	2
OG0002520	1	1	2
OG0002521	1	1	2
OG0002522	1	1	2
OG0002523	1	1	2
OG0002524	1	1	2
OG0002525	1	1	2
OG0002526	1	1	2
OG0002527	1	1	2
OG0002528	1	1	2
OG0002529	1	1	2
OG0002530	1	1	2
OG0002531	1	1	2
OG0002532	1	1	2
OG0002533	2	0	2
OG0002534	2	0	2
OG0002535	2	0	2
OG0002536	1	1	2
OG0002537	2	0	2
OG0002538	2	0	2
OG0002539	1	1	2
OG0002540	2	0	2
OG0002541	1	1	2
OG0002542	1	1	2
OG0002543	2	0	2
OG0002544	1	1	2
OG0002545	2	0	2
OG0002546	2	0	2
OG0002547	2	0	2
OG0002548	1	1	2
OG0002549	1	1	2
OG0002550	1	1	2
OG0002551	1	1	2
OG0002552	1	1	2
OG0002553	1	1	2
OG0002554	1	1	2
OG0002555	1	1	2
OG0002556	1	1	2
OG0002557	1	1	2
OG0002558	1	1	2
OG0002559	1	1	2
OG0002560	1	1	2
OG0002561	1	1	2
OG0002562	1	1	2
OG0002563	1	1	2
OG0002564	1	1	2
OG0002565	1	1	2
OG0002566	1	1	2
OG0002567	1	1	2
OG0002568	1	1	2
OG0002569	1	1	2
OG0002570	1	1	2
OG0002571	1	1	2
OG0002572	1	1	2
OG0002573	1	1	2
OG0002574	1	1	2
OG0002575	1	1	2
OG0002576	1	1	2
OG0002577	1	1	2
OG0002578	2	0	2
OG0002579	1	1	2
OG0002580	1	1	2
OG0002581	1	1	2
OG0002582	1	1	2
OG0002583	1	1	2
OG0002584	2	0	2
OG0002585	2	0	2
OG0002586	2	0	2
OG0002587	2	0	2
OG0002588	1	1	2
OG0002589	1	1	2
OG0002590	2	0	2
OG0002591	1	1	2
OG0002592	2	0	2
OG0002593	2	0	2
OG0002594	1	1	2
OG0002595	1	1	2
OG0002596	1	1	2
OG0002597	1	1	2
OG0002598	1	1	2
OG0002599	1	1	2
OG0002600	1	1	2
OG0002601	2	0	2
OG0002602	1	1	2
OG0002603	1	1	2
OG0002604	1	1	2
OG0002605	1	1	2
OG0002606	1	1	2
OG0002607	1	1	2
OG0002608	1	1	2
OG0002609	1	1	2
OG0002610	1	1	2
OG0002611	1	1	2
OG0002612	1	1	2
OG0002613	2	0	2
OG0002614	1	1	2
OG0002615	1	1	2
OG0002616	1	1	2
OG0002617	1	1	2
OG0002618	1	1	2
OG0002619	1	1	2
OG0002620	2	0	2
OG0002621	1	1	2
OG0002622	1	1	2
OG0002623	1	1	2
OG0002624	1	1	2
OG0002625	1	1	2
OG0002626	1	1	2
OG0002627	1	1	2
OG0002628	1	1	2
OG0002629	1	1	2
OG0002630	1	1	2
OG0002631	1	1	2
OG0002632	2	0	2
OG0002633	2	0	2
OG0002634	1	1	2
OG0002635	1	1	2
OG0002636	1	1	2
OG0002637	1	1	2
OG0002638	1	1	2
OG0002639	1	1	2
OG0002640	1	1	2
OG0002641	2	0	2
OG0002642	1	1	2
OG0002643	2	0	2
OG0002644	1	1	2
OG0002645	1	1	2
OG0002646	2	0	2
OG0002647	1	1	2
OG0002648	1	1	2
OG0002649	1	1	2
OG0002650	1	1	2
OG0002651	1	1	2
OG0002652	1	1	2
OG0002653	1	1	2
OG0002654	1	1	2
OG0002655	2	0	2
OG0002656	1	1	2
OG0002657	2	0	2
OG0002658	1	1	2
OG0002659	1	1	2
OG0002660	1	1	2
OG0002661	1	1	2
OG0002662	1	1	2
OG0002663	1	1	2
OG0002664	1	1	2
OG0002665	1	1	2
OG0002666	1	1	2
OG0002667	1	1	2
OG0002668	1	1	2
OG0002669	1	1	2
OG0002670	1	1	2
OG0002671	1	1	2
OG0002672	1	1	2
OG0002673	1	1	2
OG0002674	1	1	2
OG0002675	1	1	2
OG0002676	1	1	2
OG0002677	1	1	2
OG0002678	1	1	2
OG0002679	1	1	2
OG0002680	1	1	2
OG0002681	1	1	2
OG0002682	1	1	2
OG0002683	1	1	2
OG0002684	1	1	2
OG0002685	1	1	2
OG0002686	1	1	2
OG0002687	1	1	2
OG0002688	1	1	2
OG0002689	1	1	2
OG0002690	1	1	2
OG0002691	1	1	2
OG0002692	1	1	2
OG0002693	1	1	2
OG0002694	1	1	2
OG0002695	1	1	2
OG0002696	1	1	2
OG0002697	1	1	2
OG0002698	1	1	2
OG0002699	1	1	2
OG0002700	1	1	2
OG0002701	1	1	2
OG0002702	1	1	2
OG0002703	1	1	2
OG0002704	1	1	2
OG0002705	2	0	2
OG0002706	1	1	2
OG0002707	1	1	2
OG0002708	1	1	2
OG0002709	1	1	2
OG0002710	1	1	2
OG0002711	1	1	2
OG0002712	1	1	2
OG0002713	1	1	2
OG0002714	1	1	2
OG0002715	2	0	2
OG0002716	2	0	2
OG0002717	1	1	2
OG0002718	1	1	2
OG0002719	2	0	2
OG0002720	1	1	2
OG0002721	1	1	2
OG0002722	1	1	2
OG0002723	1	1	2
OG0002724	1	1	2
OG0002725	1	1	2
OG0002726	1	1	2
OG0002727	1	1	2
OG0002728	1	1	2
OG0002729	1	1	2
OG0002730	1	1	2
OG0002731	1	1	2
OG0002732	1	1	2
OG0002733	1	1	2
OG0002734	1	1	2
OG0002735	1	1	2
OG0002736	1	1	2
OG0002737	1	1	2
OG0002738	1	1	2
OG0002739	1	1	2
OG0002740	1	1	2
OG0002741	1	1	2
OG0002742	1	1	2
OG0002743	1	1	2
OG0002744	1	1	2
OG0002745	1	1	2
OG0002746	1	1	2
OG0002747	1	1	2
OG0002748	1	1	2
OG0002749	1	1	2
OG0002750	2	0	2
OG0002751	1	1	2
OG0002752	1	1	2
OG0002753	1	1	2
OG0002754	1	1	2
OG0002755	2	0	2
OG0002756	1	1	2
OG0002757	1	1	2
OG0002758	1	1	2
OG0002759	1	1	2
OG0002760	1	1	2
OG0002761	1	1	2
OG0002762	1	1	2
OG0002763	1	1	2
OG0002764	1	1	2
OG0002765	1	1	2
OG0002766	1	1	2
OG0002767	1	1	2
OG0002768	1	1	2
OG0002769	2	0	2
OG0002770	1	1	2
OG0002771	1	1	2
OG0002772	1	1	2
OG0002773	1	1	2
OG0002774	1	1	2
OG0002775	1	1	2
OG0002776	1	1	2
OG0002777	2	0	2
OG0002778	2	0	2
OG0002779	1	1	2
OG0002780	1	1	2
OG0002781	1	1	2
OG0002782	1	1	2
OG0002783	1	1	2
OG0002784	2	0	2
OG0002785	1	1	2
OG0002786	1	1	2
OG0002787	1	1	2
OG0002788	1	1	2
OG0002789	1	1	2
OG0002790	1	1	2
OG0002791	1	1	2
OG0002792	1	1	2
OG0002793	2	0	2
OG0002794	2	0	2
OG0002795	2	0	2
OG0002796	1	1	2
OG0002797	1	1	2
OG0002798	1	1	2
OG0002799	1	1	2
OG0002800	1	1	2
OG0002801	1	1	2
OG0002802	1	1	2
OG0002803	1	1	2
OG0002804	1	1	2
OG0002805	1	1	2
OG0002806	1	1	2
OG0002807	1	1	2
OG0002808	1	1	2
OG0002809	1	1	2
OG0002810	1	1	2
OG0002811	1	1	2
OG0002812	1	1	2
OG0002813	1	1	2
OG0002814	1	1	2
OG0002815	2	0	2
OG0002816	1	1	2
OG0002817	1	1	2
OG0002818	1	1	2
OG0002819	1	1	2
OG0002820	1	1	2
OG0002821	2	0	2
OG0002822	1	1	2
OG0002823	2	0	2
OG0002824	2	0	2
OG0002825	1	1	2
OG0002826	1	1	2
OG0002827	1	1	2
OG0002828	1	1	2
OG0002829	1	1	2
OG0002830	1	1	2
OG0002831	1	1	2
OG0002832	2	0	2
OG0002833	1	1	2
OG0002834	2	0	2
OG0002835	1	1	2
OG0002836	1	1	2
OG0002837	1	1	2
OG0002838	1	1	2
OG0002839	1	1	2
OG0002840	1	1	2
OG0002841	1	1	2
OG0002842	1	1	2
OG0002843	1	1	2
OG0002844	1	1	2
OG0002845	1	1	2
OG0002846	1	1	2
OG0002847	2	0	2
OG0002848	1	1	2
OG0002849	1	1	2
OG0002850	1	1	2
OG0002851	1	1	2
OG0002852	1	1	2
OG0002853	1	1	2
OG0002854	1	1	2
OG0002855	1	1	2
OG0002856	2	0	2
OG0002857	1	1	2
OG0002858	1	1	2
OG0002859	1	1	2
OG0002860	1	1	2
OG0002861	1	1	2
OG0002862	1	1	2
OG0002863	1	1	2
OG0002864	1	1	2
OG0002865	1	1	2
OG0002866	1	1	2
OG0002867	1	1	2
OG0002868	1	1	2
OG0002869	1	1	2
OG0002870	1	1	2
OG0002871	1	1	2
OG0002872	2	0	2
OG0002873	2	0	2
OG0002874	2	0	2
OG0002875	1	1	2
OG0002876	2	0	2
OG0002877	2	0	2
OG0002878	1	1	2
OG0002879	1	1	2
OG0002880	1	1	2
OG0002881	1	1	2
OG0002882	1	1	2
OG0002883	1	1	2
OG0002884	1	1	2
OG0002885	1	1	2
OG0002886	1	1	2
OG0002887	1	1	2
OG0002888	1	1	2
OG0002889	1	1	2
OG0002890	0	2	2
OG0002891	0	2	2
OG0002892	0	2	2
OG0002893	0	2	2
OG0002894	0	2	2
OG0002895	0	2	2
OG0002896	0	2	2
OG0002897	0	2	2
OG0002898	0	2	2
OG0002899	0	2	2
OG0002900	0	2	2
OG0002901	0	2	2
OG0002902	0	2	2
OG0002903	0	2	2
OG0002904	0	2	2
OG0002905	0	2	2
OG0002906	0	2	2
OG0002907	0	2	2
OG0002908	0	2	2
OG0002909	0	2	2
OG0002910	0	2	2
OG0002911	0	2	2
OG0002912	0	2	2
OG0002913	0	2	2
OG0002914	0	2	2
OG0002915	0	2	2
OG0002916	0	2	2
OG0002917	0	2	2
OG0002918	0	2	2
OG0002919	0	2	2
OG0002920	0	2	2
OG0002921	0	2	2
OG0002922	0	2	2
OG0002923	0	2	2
OG0002924	0	2	2
OG0002925	0	2	2
OG0002926	0	2	2
OG0002927	0	2	2
OG0002928	0	2	2
OG0002929	0	2	2
OG0002930	0	2	2
OG0002931	0	2	2
OG0002932	0	2	2
OG0002933	0	2	2
OG0002934	0	2	2
OG0002935	0	2	2
OG0002936	0	2	2
OG0002937	0	2	2
OG0002938	0	2	2
OG0002939	0	2	2
OG0002940	0	2	2
OG0002941	0	2	2
OG0002942	0	2	2
OG0002943	0	2	2
OG0002944	0	2	2
OG0002945	0	2	2
OG0002946	0	2	2
OG0002947	0	2	2
OG0002948	0	2	2
OG0002949	0	2	2
OG0002950	0	2	2
OG0002951	0	2	2
OG0002952	0	2	2
OG0002953	0	2	2
OG0002954	0	2	2
OG0002955	0	2	2
OG0002956	0	2	2
OG0002957	0	2	2
OG0002958	0	2	2
OG0002959	0	2	2
OG0002960	0	2	2
OG0002961	0	2	2
OG0002962	0	2	2
OG0002963	0	2	2
OG0002964	0	2	2
OG0002965	0	2	2
OG0002966	0	2	2
OG0002967	0	2	2
OG0002968	0	2	2
OG0002969	0	2	2
OG0002970	0	2	2
OG0002971	0	2	2
OG0002972	0	2	2
OG0002973	0	2	2
OG0002974	0	2	2
OG0002975	0	2	2
OG0002976	0	2	2
OG0002977	0	2	2
OG0002978	0	2	2
OG0002979	0	2	2
OG0002980	0	2	2
OG0002981	0	2	2
OG0002982	0	2	2
OG0002983	0	2	2
OG0002984	0	2	2
OG0002985	0	2	2
OG0002986	0	2	2
OG0002987	0	2	2
OG0002988	0	2	2
OG0002989	0	2	2
OG0002990	0	2	2
OG0002991	0	2	2
OG0002992	0	2	2
OG0002993	0	2	2
OG0002994	0	2	2
OG0002995	0	2	2
OG0002996	0	2	2
OG0002997	0	2	2
OG0002998	0	2	2
OG0002999	0	2	2
OG0003000	0	2	2
OG0003001	0	2	2
OG0003002	0	2	2
OG0003003	0	2	2
OG0003004	0	2	2
OG0003005	0	2	2
OG0003006	0	2	2
OG0003007	0	2	2
OG0003008	0	2	2
OG0003009	0	2	2
OG0003010	0	2	2
OG0003011	0	2	2
OG0003012	0	2	2
OG0003013	0	2	2
OG0003014	0	2	2
OG0003015	0	2	2
OG0003016	0	2	2
OG0003017	0	2	2
OG0003018	0	2	2
OG0003019	0	2	2
OG0003020	0	2	2
OG0003021	0	2	2
OG0003022	0	2	2
OG0003023	0	2	2
OG0003024	0	2	2
OG0003025	0	2	2
OG0003026	0	2	2
OG0003027	0	2	2
OG0003028	0	2	2
OG0003029	0	2	2
OG0003030	0	2	2
OG0003031	0	2	2
OG0003032	0	2	2
OG0003033	0	2	2
OG0003034	0	2	2
OG0003035	0	2	2
OG0003036	0	2	2
OG0003037	0	2	2
OG0003038	0	2	2
OG0003039	0	2	2
OG0003040	0	2	2
OG0003041	0	2	2
OG0003042	0	2	2
OG0003043	0	2	2
OG0003044	0	2	2
OG0003045	0	2	2
OG0003046	0	2	2
OG0003047	0	2	2
OG0003048	0	2	2
OG0003049	0	2	2
OG0003050	0	2	2
OG0003051	0	2	2
OG0003052	0	2	2
OG0003053	0	2	2
OG0003054	0	2	2
OG0003055	0	2	2
OG0003056	0	2	2
OG0003057	0	2	2
OG0003058	0	2	2
OG0003059	0	2	2
OG0003060	0	2	2
OG0003061	0	2	2
OG0003062	0	2	2
OG0003063	0	2	2
OG0003064	0	2	2
OG0003065	0	2	2
OG0003066	0	2	2
OG0003067	0	2	2
OG0003068	0	2	2
OG0003069	0	2	2
OG0003070	0	2	2
OG0003071	0	2	2
OG0003072	0	2	2
OG0003073	0	2	2
OG0003074	0	2	2
OG0003075	0	2	2
OG0003076	0	2	2
OG0003077	0	2	2
OG0003078	0	2	2
OG0003079	0	2	2
OG0003080	0	2	2
OG0003081	0	2	2
OG0003082	0	2	2
OG0003083	0	2	2
OG0003084	0	2	2
OG0003085	0	2	2
OG0003086	0	2	2
OG0003087	0	2	2
OG0003088	0	2	2
OG0003089	0	2	2
OG0003090	0	2	2
OG0003091	0	2	2
OG0003092	0	2	2
OG0003093	0	2	2
OG0003094	0	2	2
OG0003095	0	2	2
OG0003096	0	2	2
OG0003097	0	2	2
OG0003098	0	2	2
OG0003099	0	2	2
OG0003100	0	2	2
OG0003101	0	2	2
OG0003102	0	2	2
OG0003103	0	2	2
OG0003104	0	2	2
OG0003105	0	2	2
OG0003106	0	2	2
OG0003107	0	2	2
OG0003108	0	2	2
OG0003109	0	2	2
OG0003110	0	2	2
OG0003111	0	2	2
OG0003112	0	2	2
OG0003113	0	2	2
OG0003114	0	2	2
OG0003115	0	2	2
OG0003116	0	2	2
OG0003117	0	2	2
OG0003118	0	2	2
OG0003119	0	2	2
OG0003120	0	2	2
OG0003121	0	2	2
OG0003122	0	2	2
OG0003123	0	2	2
OG0003124	0	2	2
OG0003125	0	2	2
OG0003126	0	2	2
OG0003127	0	2	2
OG0003128	0	2	2
OG0003129	0	2	2
OG0003130	0	2	2
OG0003131	0	2	2
OG0003132	0	2	2
OG0003133	0	2	2
OG0003134	0	2	2
OG0003135	0	2	2
OG0003136	0	2	2
OG0003137	0	2	2
OG0003138	0	2	2
OG0003139	0	2	2
OG0003140	0	2	2
OG0003141	0	2	2
OG0003142	0	2	2
OG0003143	0	2	2
OG0003144	0	2	2
OG0003145	0	2	2
OG0003146	0	2	2
OG0003147	0	2	2
OG0003148	0	2	2
OG0003149	0	2	2
OG0003150	0	2	2
OG0003151	0	2	2
OG0003152	0	2	2
OG0003153	0	2	2
OG0003154	0	2	2
OG0003155	0	2	2
OG0003156	0	2	2
OG0003157	0	2	2
OG0003158	0	2	2
OG0003159	0	2	2
OG0003160	0	2	2
OG0003161	0	2	2
OG0003162	0	2	2
OG0003163	0	2	2
OG0003164	0	2	2
OG0003165	0	2	2
OG0003166	0	2	2
OG0003167	0	2	2
OG0003168	0	2	2
OG0003169	0	2	2
OG0003170	0	2	2
OG0003171	0	2	2
OG0003172	0	2	2
OG0003173	0	2	2
OG0003174	0	2	2
OG0003175	0	2	2
OG0003176	0	2	2
OG0003177	0	2	2
OG0003178	0	2	2
OG0003179	0	2	2
OG0003180	0	2	2
OG0003181	0	2	2
OG0003182	0	2	2
OG0003183	0	2	2
OG0003184	0	2	2
OG0003185	0	2	2
OG0003186	0	2	2
OG0003187	0	2	2
OG0003188	0	2	2
OG0003189	0	2	2
OG0003190	0	2	2
OG0003191	0	2	2
OG0003192	0	2	2
OG0003193	0	2	2
OG0003194	0	2	2
OG0003195	0	2	2
OG0003196	0	2	2
OG0003197	0	2	2
OG0003198	0	2	2
OG0003199	0	2	2
OG0003200	0	2	2
OG0003201	0	2	2
OG0003202	0	2	2
OG0003203	0	2	2
OG0003204	0	2	2
OG0003205	0	2	2
OG0003206	0	2	2
OG0003207	0	2	2
OG0003208	0	2	2
OG0003209	0	2	2
OG0003210	0	2	2
OG0003211	0	2	2
OG0003212	0	2	2
OG0003213	0	2	2
OG0003214	0	2	2
OG0003215	0	2	2
OG0003216	0	2	2
OG0003217	0	2	2
OG0003218	0	2	2
OG0003219	0	2	2
OG0003220	0	2	2
OG0003221	0	2	2
OG0003222	0	2	2
OG0003223	0	2	2
OG0003224	0	2	2
OG0003225	0	2	2
OG0003226	0	2	2
OG0003227	0	2	2
OG0003228	0	2	2
OG0003229	0	2	2
OG0003230	0	2	2
OG0003231	0	2	2
OG0003232	0	2	2
OG0003233	0	2	2
OG0003234	0	2	2
OG0003235	0	2	2
OG0003236	0	2	2
OG0003237	0	2	2
OG0003238	0	2	2
OG0003239	0	2	2
OG0003240	0	2	2
OG0003241	0	2	2
OG0003242	0	2	2
OG0003243	0	2	2
OG0003244	0	2	2
OG0003245	0	2	2
OG0003246	0	2	2
OG0003247	0	2	2
OG0003248	0	2	2
OG0003249	0	2	2
OG0003250	0	2	2
OG0003251	0	2	2
OG0003252	0	2	2
OG0003253	0	2	2
OG0003254	0	2	2
OG0003255	0	2	2
OG0003256	0	2	2
OG0003257	0	2	2
OG0003258	0	2	2
OG0003259	0	2	2
OG0003260	0	2	2
OG0003261	0	2	2
OG0003262	0	2	2
OG0003263	0	2	2
OG0003264	0	2	2
OG0003265	0	2	2
OG0003266	0	2	2
OG0003267	0	2	2
OG0003268	0	2	2
OG0003269	0	2	2
OG0003270	0	2	2
OG0003271	0	2	2
OG0003272	0	2	2
OG0003273	0	2	2
OG0003274	0	2	2
OG0003275	0	2	2
OG0003276	0	2	2
OG0003277	0	2	2
OG0003278	0	2	2
OG0003279	0	2	2
OG0003280	0	2	2
OG0003281	0	2	2
